last_name, first_name,player_id,year,p_era,xbadiff,pitch_hand,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,ff_avg_break,ff_range_speed,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,sl_avg_break,sl_range_speed,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,ch_avg_break,ch_range_speed,n_cukc_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,cu_range_speed,n_sift_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,si_avg_break,si_range_speed,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,fc_avg_break,fc_range_speed,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,fs_range_speed,n_kn_formatted,kn_avg_speed,kn_avg_spin,kn_avg_break_x,kn_avg_break_z,kn_avg_break,kn_range_speed,
Borucki, Ryan,621366,2022,5.68,-0.033,L,415,,,,,,,,38.6,87.7,2357,-2,-31.7,4.7,1.6,11.1,84.6,1709,15.6,-28.9,18.3,1.5,,,,,,,,50.4,95.1,2190,18.2,-23.4,19.6,1.3,,,,,,,,,,,,,,,,,,,,,,
Hearn, Taylor,621368,2022,5.13,.003,L,1787,47.8,94.8,2321,7.7,-13.8,18.6,1.4,26.9,84.9,2125,-3.2,-38.7,4.2,2.3,8.7,87.6,1776,10.5,-26,14.5,1.6,,,,,,,,14.9,93.8,2204,14.5,-18.7,19.3,1.6,1.7,88.7,2261,0.4,-26.4,8.9,1.9,,,,,,,,,,,,,,,
Strahm, Matt,621381,2022,3.83,.020,L,764,38.4,94.2,2298,13.5,-15.1,20.9,1.1,20.9,88.6,2391,-2.4,-27.9,7.8,1.7,9.2,88.2,2157,18.4,-27.8,20,1.4,17,82.7,2668,-6.2,-40.6,6.6,1.7,14.5,94,2265,17.5,-19.6,21.1,1.3,,,,,,,,,,,,,,,,,,,,,,
Banks, Tanner,621383,2022,3.06,-0.039,L,897,44.9,92.9,2270,1.9,-15.5,16.4,1.3,29.8,86.7,2319,-4.6,-31.3,7.1,1.6,20,84.9,1778,10.6,-31.7,12.4,1.5,5.4,82.1,2299,-12.9,-36.1,14,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blach, Ty,621389,2022,5.89,.017,L,674,,,,,,,,,,,,,,,19.6,80.7,1898,15.7,-39.7,16,1.1,8.6,79.2,2387,-4.5,-49.9,8.3,1.3,54.9,91.1,2185,14.2,-24.1,16.8,1.1,16.9,85,2357,0.1,-33,4.8,1.3,,,,,,,,,,,,,,,
Phillips, Brett,621433,2022,18.00,.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castro, Anthony,621593,2022,7.43,.024,R,260,39.6,94.8,2414,-3.5,-18.1,12.9,1.4,48.5,84.4,2593,9.3,-38.8,9.6,1.6,2.3,87.3,2090,-8.8,-27.6,12.3,1.6,,,,,,,,9.6,95.5,2303,-13.1,-25.2,14.5,1.4,,,,,,,,,,,,,,,,,,,,,,
Young, Alex,622065,2022,2.36,.032,L,445,4,91.6,2271,10.5,-18.8,17.4,1.3,,,,,,,,33.3,86.2,1486,11.6,-34.9,11.9,1.2,40.2,82.7,2298,-4.1,-38.8,5.9,1.4,22.2,90.8,2332,15.4,-26.5,16.9,1.1,0.2,89.3,2311,6.1,-23.7,11.8,,,,,,,,,,,,,,,,
Wood, Alex,622072,2022,5.10,.014,L,2239,,,,,,,,36,84.5,2067,-3.1,-41.1,4.9,1.1,18.5,85.7,1668,14.1,-37,14.3,1.1,,,,,,,,45.5,92.4,2041,15.6,-21.6,18.9,1,,,,,,,,,,,,,,,,,,,,,,
Almonte, Yency,622075,2022,1.02,-0.055,R,466,11.6,95.9,2163,-10.6,-16.2,17.2,1.1,,,,,,,,6.7,89.6,1834,-16.8,-29.5,17.5,1.4,,,,,,,,33.9,95.8,2132,-17.2,-22.3,18.8,1.3,,,,,,,,,,,,,,,,,,,,,,
Smith, Drew,622098,2022,3.33,.000,R,780,52.4,95.7,2503,-7,-11.4,20,1.2,35.5,85.4,2812,7.8,-38,8.5,1.5,5.5,85.2,1964,-14.2,-24.6,19.6,1.6,6.4,77.7,2809,15.3,-56.2,18.6,1.5,0.1,95.6,2505,-15.8,-16.6,20.7,,,,,,,,,,,,,,,,,,,,,,,
Reyes Jr., Gerardo,622103,2022,4.50,.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sborz, Josh,622250,2022,6.45,.018,R,419,51.8,97,2337,-6.2,-10.5,19.8,1.1,24.6,87.7,2089,0,-35,1.8,1.3,,,,,,,,23.6,85.4,2270,12,-49.5,16.9,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staumont, Josh,622251,2022,6.45,.014,R,731,51,96.1,2258,-2.7,-11.6,18.3,1.6,,,,,,,,,,,,,,,34.9,82.2,2690,9.2,-52.4,15.1,1.6,14.1,97.1,2193,-9,-12.2,19.2,1.7,,,,,,,,,,,,,,,,,,,,,,
Tate, Dillon,622253,2022,3.05,-0.014,R,1077,0.8,93,1901,-13,-26.8,14,1.4,25,80.4,2437,10,-38,11.9,2.2,23.8,83.9,1649,-16.9,-34.7,17.7,1.7,,,,,,,,50.4,94,1970,-17.2,-25.2,18.3,1.7,,,,,,,,,,,,,,,,,,,,,,
Castillo, Luis,622379,2022,0.00,-0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castillo, Luis,622491,2022,2.99,-0.011,R,2506,32.9,97.1,2354,-11.4,-15.4,17.9,1.3,21.1,86.5,2422,1.1,-36,2.4,1.5,22.3,88.4,1937,-17.3,-32.3,17.6,1.5,,,,,,,,23.7,96.9,2163,-17.8,-23.3,18.9,1.5,,,,,,,,,,,,,,,,,,,,,,
Crismatt, Nabil,622503,2022,2.94,-0.008,R,1062,23.4,90.5,2154,-7.4,-19.3,16.1,1.6,0.5,84.7,2102,2.3,-32.9,6,1.5,50.1,82.7,1696,-13.1,-38.8,13.6,0.9,20.3,73.2,2227,13.4,-65.2,19,1.3,5.7,90,2105,-15.8,-25.5,18.2,1.6,,,,,,,,,,,,,,,,,,,,,,
Dominguez, Seranthony,622554,2022,3.00,-0.017,R,823,37.4,97.6,2357,-3.1,-14.8,14.5,1.3,24.7,89.5,2441,5.1,-30.7,7,2,4.7,92,1783,-15.8,-26.3,17.1,1.4,,,,,,,,32.2,98.2,2312,-15.3,-18.9,18.2,1.4,1,92.9,2473,-3.3,-22.6,10,1.5,,,,,,,,,,,,,,,
Senzatela, Antonio,622608,2022,5.07,.038,R,1521,54,94.2,2132,-3.3,-19.6,11.7,1.6,27,86.1,2101,4.9,-34.3,5.7,1.8,7.6,87,2083,-8,-27.8,11.7,1.9,6.5,78.2,2206,5.9,-50.8,8.8,2.1,5,92.8,2097,-11.7,-20.2,16.7,1.4,,,,,,,,,,,,,,,,,,,,,,
Severino, Luis,622663,2022,3.18,-0.007,R,1619,48.1,96.3,2257,-7.6,-12.2,19.1,1.6,21.1,85.2,2678,10.3,-40.8,11.1,2.4,22.4,88.8,1558,-13.6,-25.4,17,1.9,,,,,,,,1.1,96,2211,-13.7,-14.2,21,1.5,7.3,90.4,2421,4.8,-28.8,7.8,2.1,,,,,,,,,,,,,,,
Hernandez, Elieser,622694,2022,6.35,.036,R,1095,43.2,91.6,2095,-6.4,-15.1,19,1.2,36.1,80.1,2103,8.2,-30.5,15.2,1.9,13.5,84.6,1922,-16.5,-29.4,19,2,,,,,,,,7.2,92,2075,-13.7,-18.7,19.5,1.3,,,,,,,,,,,,,,,,,,,,,,
Diaz, Miguel,622766,2022,2.45,.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinoco, Jesus,622786,2022,2.18,-0.043,R,350,4.3,96.1,2315,-7.3,-13.1,18.2,1.3,40,88.2,2367,2.5,-30.7,5.9,1.2,0.9,90.2,1489,-11.7,-23.9,15.8,1.4,11.1,84.9,2419,4.4,-37.1,5,1.4,43.7,96,2350,-16.2,-19.2,19.4,1,,,,,,,,,,,,,,,,,,,,,,
Sewald, Paul,623149,2022,2.67,-0.043,R,974,51.4,92.5,2494,-11.9,-18.4,18.2,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexen, Chris,623167,2022,3.73,-0.006,R,2204,39.6,91.7,2132,-2.3,-13.7,19.2,1.3,8.3,80.9,2539,8.4,-43.5,9.5,1.7,16.1,81.1,1309,-12.6,-32.9,15.5,1.6,3.6,74.6,2651,8.4,-64.6,17.4,1.9,,,,,,,,32.4,87.4,2355,6.6,-28.4,10,1.5,,,,,,,,,,,,,,,
Brazoban, Huascar,623211,2022,3.09,.020,R,631,23.9,97.3,2232,-10.4,-14.3,18.2,1.1,,,,,,,,25.2,89,1840,-15.7,-31,16.5,1.3,,,,,,,,9,96.7,2278,-17.2,-20.4,19.5,1.3,41.8,87.7,2363,-0.8,-29.1,8,1.5,,,,,,,,,,,,,,,
Hader, Josh,623352,2022,5.22,.029,L,943,,,,,,,,28.3,84,2460,-4.1,-38.3,4.9,1.7,2.2,88.6,1599,13.4,-27.9,15.7,1.7,,,,,,,,69.5,97.4,2008,8.5,-11.3,19.7,1.2,,,,,,,,,,,,,,,,,,,,,,
Topa, Justin,623437,2022,4.91,.042,R,125,,,,,,,,27.2,81.5,2668,15.4,-41.9,15.6,1.5,4,86.4,2103,-18.5,-35.9,18.8,1.5,,,,,,,,68.8,95.5,2160,-17.5,-29.9,17.6,1.1,,,,,,,,,,,,,,,,,,,,,,
Stephens, Jackson,623451,2022,3.69,-0.010,R,944,36.5,94.1,2062,-6.1,-16.2,15.9,1.1,3.5,86.9,2457,4.8,-35.6,5.4,1.6,9.6,85.9,1505,-8.2,-35.2,8.7,1.5,28.8,76.8,2974,16,-57.8,19.5,1.5,21.5,94,1903,-15.2,-21.7,18,1.2,,,,,,,,,,,,,,,,,,,,,,
Phillips, Evan,623465,2022,1.14,-0.020,R,923,18.7,96,2321,-5.3,-15.5,15.3,1.3,,,,,,,,,,,,,,,,,,,,,,10.1,96.2,2065,-15.1,-21.2,17.3,1.1,27,93.3,2400,1.1,-21.9,9.6,1.2,,,,,,,,,,,,,,,
Herget, Jimmy,623474,2022,2.48,-0.020,R,996,2.9,92.1,2236,-14.9,-23.4,17.5,1.5,34,83.2,2608,3.3,-35.2,6.2,1.9,7.4,84.3,1514,-8.4,-41.5,9.7,1.5,27,74.8,2732,16.9,-46.1,17.5,1.7,28.6,90.4,2250,-18,-33.6,18.3,1.6,,,,,,,,,,,,,,,,,,,,,,
Goudeau, Ashton,623485,2022,7.08,.042,R,375,54.9,92.4,2066,-6.5,-16.2,17.2,1.2,,,,,,,,17.1,84.8,1543,-11.5,-28.9,14.7,1.2,28,77.5,2301,8.1,-56.1,13.5,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suarez, Ranger,624133,2022,3.65,.008,L,2564,17.7,93.2,1894,6.6,-20.1,13.3,1.2,3.9,82.5,2113,-6.6,-38.6,7.4,2,21.4,84.9,1518,14.8,-32.2,16.1,1.5,7.7,76.5,2229,-9.8,-55.6,13.3,1.6,40.2,92.5,1907,16,-25.7,17.4,1.2,9.1,89.7,2010,0,-26.3,8.1,1.6,,,,,,,,,,,,,,,
Castellani, Ryan,624418,2022,0.00,-0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon, Nick,624503,2022,22.09,.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thompson, Keegan,624522,2022,3.76,-0.002,R,1878,46.9,93.5,2370,-4.4,-14,18,1.2,4.4,83.9,2735,12.1,-37.3,13.1,1.6,4.7,86.1,2097,-14.5,-26.5,18.3,1.5,17.4,81.3,2576,8.2,-55.1,16,1.6,5.2,92.8,2330,-12.5,-18.9,18.2,1.5,21.3,89.8,2552,5.2,-25.6,10,1.5,,,,,,,,,,,,,,,
Lopez, Reynaldo,625643,2022,2.76,-0.011,R,985,55,97.1,2249,-7.2,-12.1,18.6,1.8,32.3,87.4,2263,6.4,-30.8,8.5,2.2,4.8,85.9,1590,-11.7,-27.3,15.5,1.8,7.9,80.4,2513,9.4,-50.4,12.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iglesias, Raisel,628452,2022,2.47,-0.010,R,979,31.9,95,2319,-9.9,-14.5,18.9,1.3,26,84.1,2561,8.4,-32.7,10.9,1.6,24,88.7,1885,-16.8,-31.2,17.4,1.3,,,,,,,,18.1,94.8,2319,-17,-21.1,19.7,1.3,,,,,,,,,,,,,,,,,,,,,,
Marte, Yunior,628708,2022,5.44,.017,R,856,25.9,97.8,2412,-12.2,-14.5,18.9,1.2,38,86,2601,4.3,-35.9,5,1.5,0.1,90.9,2462,-6.1,-21.9,13.3,,,,,,,,,36,96.9,2327,-17.7,-21.4,19.5,1.2,,,,,,,,,,,,,,,,,,,,,,
Urias, Julio,628711,2022,2.16,-0.006,L,2622,49.2,93.1,2521,3,-14.9,17,1.5,,,,,,,,17.5,86.2,1950,13.9,-30,15.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chirinos, Yonny,630023,2022,0.00,.024,R,100,2,92,2240,-9.1,-16,18.9,1.5,24,87.3,2331,2.3,-29.9,6.6,1.5,,,,,,,,,,,,,,,57,93.4,2115,-17.8,-23,19.9,1.5,,,,,,,,17,85.3,1155,-7.7,-32.8,9.7,1.5,,,,,,,,
Crowe, Wil,640444,2022,4.38,-0.013,R,1380,16,95.1,2478,-2.5,-13.6,17,1.4,31.2,87.6,2779,6,-35.3,6.6,1.8,28.1,85.9,1740,-10.2,-33,11.4,1.7,3,81.6,2463,6.4,-56.3,16.3,1.5,21.6,94.4,2269,-12.1,-17.8,17.9,1.6,,,,,,,,,,,,,,,,,,,,,,
Finnegan, Kyle,640448,2022,3.51,-0.001,R,1053,,,,,,,,12.2,89,2145,2.9,-26.7,8.4,1.6,,,,,,,,,,,,,,,78.8,97,2069,-11.6,-13.8,19.4,1.3,,,,,,,,9,88.6,1095,-9.2,-31.4,10.3,1.7,,,,,,,,
Harvey, Hunter,640451,2022,2.52,.029,R,661,77.8,98.3,2028,-9.1,-11.1,19.6,1.1,0.5,86.7,2340,3,-36.6,3.8,1.5,,,,,,,,6.7,82.8,1997,8.1,-52,14.3,1.3,0.2,98.2,2320,-15.4,-6.4,27.5,,,,,,,,,15,89.4,1002,-10.9,-30.8,11.8,1.2,,,,,,,,
Manaea, Sean,640455,2022,4.96,.014,L,2482,,,,,,,,13.4,81.5,2029,-3.9,-39,6,2.8,24.5,84.9,1439,13,-31.2,15.1,2.4,1.2,77.2,2015,-12.7,-45.1,13,1.6,60.9,91.2,2005,13.2,-20.7,18.3,1.9,,,,,,,,,,,,,,,,,,,,,,
Puk, A.J.,640462,2022,3.12,-0.005,L,1072,46.4,96.7,2285,12.5,-17.3,17.6,1.1,38.1,86.9,2232,-3.3,-35.2,3.9,1.3,0.2,89,1362,16.4,-34.6,16.5,1.4,,,,,,,,15.4,96.2,2175,17.6,-23.7,18.7,1.1,,,,,,,,,,,,,,,,,,,,,,
Alzolay, Adbert,640470,2022,3.38,.005,R,193,36.8,94.8,2378,-7.4,-13.1,19.1,1.3,32.6,85.4,2591,7.7,-34.9,8.5,1.9,5.7,86.3,1799,-15.3,-27.9,18,1.5,,,,,,,,10.9,94.5,2251,-14.7,-17.1,20.1,1.4,14,90,2471,2.9,-26,8.5,1.4,,,,,,,,,,,,,,,
Lopez, Pablo,641154,2022,3.75,-0.005,R,2910,38.8,93.6,2197,-4.5,-17.9,14.3,1.7,,,,,,,,35.3,87.5,1965,-17.3,-32.4,17.8,1.3,8.1,80.9,2495,11,-51.7,14.9,1.5,8.1,93.4,1999,-14.8,-25.3,16.2,1.4,9.7,88.8,2227,2.2,-28.7,6.7,1.7,,,,,,,,,,,,,,,
Alexander, Tyler,641302,2022,4.81,-0.007,L,1591,23.6,90.1,2275,7.7,-15.9,19.6,1,10.9,77.7,2339,-13.4,-45,13.6,1.9,18.5,82.8,1524,13.7,-31.5,16.3,1,,,,,,,,19.4,90.1,2129,14.8,-21,19.6,1.1,27.7,85.5,2349,-3.8,-27.8,10.3,1.2,,,,,,,,,,,,,,,
Baker, Bryan,641329,2022,3.49,.004,R,1181,56.1,96.2,2335,-2.4,-11.8,18.2,2,26.4,87.3,2411,7.4,-33.1,8.3,2.2,17.4,84,1913,-14.3,-28,18.2,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bickford, Phil,641360,2022,4.72,.022,R,990,68.1,94.1,2361,-4.8,-15.2,16.6,1.3,31.9,83.3,2293,6.5,-37.6,7.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brentz, Jake,641394,2022,23.63,.072,L,160,57.5,95.8,2236,9,-14.2,18,1.4,33.1,84.8,2233,-4,-39.2,4.6,1.3,5,90.8,1752,17.2,-28.6,17.9,1.4,,,,,,,,4.4,95.5,2112,17.9,-22,19.8,1.5,,,,,,,,,,,,,,,,,,,,,,
Brogdon, Connor,641401,2022,3.27,.029,R,710,32,95.1,2294,-10.8,-13.9,19.9,1.1,,,,,,,,43.2,83.8,2060,-17.1,-32.1,18.7,1.3,,,,,,,,,,,,,,,24.8,88.3,2376,3.2,-23.2,12.5,1.4,,,,,,,,,,,,,,,
Castano, Daniel,641447,2022,4.04,.010,L,577,12.1,92,2241,5.3,-19.5,14,1.5,28.1,81.2,2437,-7.4,-42,7.9,1.8,12.8,84,1766,12.6,-29.7,15.6,1.4,,,,,,,,6.1,89.4,2166,10.7,-27.3,12.9,1.5,40.9,86.5,2388,-0.4,-30,7.3,1.5,,,,,,,,,,,,,,,
Cortes Jr., Nestor,641482,2022,2.44,-0.015,L,2465,43.8,91.8,2270,4.1,-12.7,20.3,1.7,,,,,,,,4.4,82.9,1330,12.7,-33.9,14.5,1.6,0.3,72.1,2437,-9,-56.9,14.5,1.6,3,90.8,2273,10.8,-17.7,19.1,1.4,29.8,86.9,2370,-4.7,-27.4,10.1,1.9,,,,,,,,,,,,,,,
Danish, Tyler,641501,2022,5.13,-0.037,R,664,7.5,91.3,1884,-13.1,-24.8,15.6,1.4,0.6,87.1,2291,0.6,-32.9,4,1.4,14.8,84.4,1424,-14.6,-39.5,14.9,1.5,0.2,73.7,1994,6,-51,6,,36.4,90.9,1802,-17.7,-34.7,18,1.3,,,,,,,,,,,,,,,,,,,,,,
Dunning, Dane,641540,2022,4.46,.018,R,2548,0.2,88,2034,-5.8,-26.6,10.9,1.6,27.9,78.7,2081,7.5,-48.6,9.1,1.6,20.2,84,1860,-17.2,-34.7,17.9,1.5,,,,,,,,39.9,89.5,2004,-15.6,-28.8,16.7,1.3,11.9,87.1,2158,1,-26.6,9.6,1.6,,,,,,,,,,,,,,,
Foster, Matt,641582,2022,4.40,-0.005,R,768,52.1,93.7,2243,-5.8,-12.6,19.6,1.2,30.7,85.8,2298,5.5,-32.1,7.8,1.5,9.8,83.9,1824,-11.9,-25.8,17.8,1.2,6.9,79.6,2150,2.4,-53.3,10.8,1.5,,,,,,,,0.5,92.6,2258,3.1,-13.4,18.8,1.4,,,,,,,,,,,,,,,
Gott, Trevor,641627,2022,4.14,.002,R,761,32.7,95.2,2201,-8.4,-15.1,17.5,1,,,,,,,,1.1,90.2,1429,-14.5,-29.9,15.1,1.4,10.4,82.7,2073,10,-49.9,14,1.5,21.9,95.1,2033,-16.5,-21.8,18.7,1.1,33.9,91.5,2258,0.5,-21.1,11.8,1.3,,,,,,,,,,,,,,,
Hamilton, Ian,641656,2022,6.75,-0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatch, Thomas,641672,2022,19.29,.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendrix, Ryan,641682,2022,5.40,.143,R,143,23.1,95.6,2144,-7.5,-17.3,14.8,1.4,44.1,84.8,2377,1.7,-40.5,3.7,1.6,7.7,90.3,1651,-16.1,-29.6,16.9,1.4,,,,,,,,25.2,93.3,2096,-15.4,-23.6,17.6,1.4,,,,,,,,,,,,,,,,,,,,,,
Hudson, Dakota,641712,2022,4.45,-0.004,R,2253,20.2,91.4,2162,-4.4,-24.2,9.9,1.3,26.8,87.8,2369,0.4,-30.7,5.5,2.6,4.1,86.5,1458,-12.4,-28.8,14.8,1.4,13.5,80.5,2421,7.4,-46.9,9.1,1.7,35.3,91.9,2058,-12.5,-26.3,14,1.2,,,,,,,,,,,,,,,,,,,,,,
Jefferies, Daulton,641726,2022,5.72,.036,R,611,11.8,92.4,2119,-10.8,-17.2,18.6,1.3,,,,,,,,20,86.1,1508,-15.1,-32.9,16,1.5,13.6,80.2,2368,5.1,-44.7,6.5,1.9,34.4,92.5,2057,-16.6,-19.6,20.9,1.4,20.3,89.6,2160,-2.8,-23.4,11.5,1.6,,,,,,,,,,,,,,,
Jimenez, Joe,641729,2022,3.49,.010,R,937,63.7,95.7,2461,-10.4,-11.6,21.3,1,30.8,84.8,2226,2.7,-36.5,4.1,1.7,5.4,90.7,2200,-16.3,-24.3,18.7,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kay, Anthony,641743,2022,4.50,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keller, Brad,641745,2022,5.09,.021,R,2275,35.3,94.5,2409,2.4,-17.3,13.5,1.8,36.2,86.9,2541,5.6,-38.5,6.6,1.5,5.3,90.1,1554,-10.2,-24.9,13.8,1.5,,,,,,,,23.3,93.4,2196,-10.4,-23.5,13.1,1.6,,,,,,,,,,,,,,,,,,,,,,
Kinley, Tyler,641755,2022,0.75,.019,R,375,45.9,95.4,2245,-3.7,-14.8,15.7,1.2,52.3,89.5,2424,1.7,-29.5,5,1.6,0.5,88.8,1622,-11.2,-24.2,15.2,1.5,,,,,,,,1.3,92.9,2261,-7.8,-22.2,12,1.4,,,,,,,,,,,,,,,,,,,,,,
Kuhl, Chad,641771,2022,5.72,.012,R,2375,2.5,92.9,2218,-9.3,-18,16.5,1.6,36.6,86.5,2541,3,-34.4,4.5,1.6,7.2,87.9,1701,-13.9,-29,15.6,1.7,11.5,79.5,2866,12.3,-54.6,16.7,2.2,42.2,92.8,2129,-14.4,-21.8,17.7,1.6,,,,,,,,,,,,,,,,,,,,,,
Lauer, Eric,641778,2022,3.69,-0.012,L,2676,43.9,93.3,2290,9.8,-14.6,19.6,1.4,17.5,86.7,2285,-3.1,-32.1,6.7,2.5,3.1,87.2,1745,15,-27.4,17.5,1.3,16,78.2,2399,-6.4,-52.7,10.6,1.4,,,,,,,,19.4,89.8,2269,0.6,-23,11.2,1.7,,,,,,,,,,,,,,,
Littell, Zack,641793,2022,5.08,.053,R,758,50.7,94.5,2132,-6.2,-12.6,19.3,1.2,37.1,87.9,2220,2.5,-29.1,7.3,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,85.6,880,-7.3,-33.8,8.9,1.4,,,,,,,,
Mahle, Tyler,641816,2022,4.40,.016,R,2101,51.9,93.2,2293,-10.2,-13.5,20.8,1.9,11.7,83.9,2496,5,-36.7,5.9,2,,,,,,,,,,,,,,,,,,,,,,12.7,85.5,2395,1.7,-26.9,10.7,2.1,23.7,85.4,1896,-14.3,-27.6,17.7,1.8,,,,,,,,
Mayza, Tim,641835,2022,3.14,-0.026,L,731,0.1,94,2156,6.9,-9.4,22.9,,17.4,88.6,2200,0.5,-30.6,4.7,1.5,,,,,,,,,,,,,,,82.5,93.7,2032,17.1,-22.4,19.4,1.2,,,,,,,,,,,,,,,,,,,,,,
McKay, David,641853,2022,6.75,-0.025,R,135,,,,,,,,11.1,82.7,2558,12.1,-34.1,14.5,1.5,,,,,,,,25.2,77.4,2749,14.3,-55.4,17.4,1.3,61.5,92.3,2008,-12.6,-16.5,20.2,1.4,2.2,85.3,2352,-2.4,-28.5,9.8,1.5,,,,,,,,,,,,,,,
Middleton, Keynan,641871,2022,5.29,-0.034,R,241,50.6,95.1,2363,-7.5,-13.2,19,1.5,32.4,84.6,2371,2.9,-35.6,4.4,1.7,17,87.2,1822,-13.9,-29.6,15.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murphy, Patrick,641907,2022,6.35,.076,R,142,40.1,96.1,2195,-5.7,-13.3,17.5,1.1,,,,,,,,,,,,,,,31,82.7,2173,9.2,-52.9,15.6,1.2,28.9,95,2200,-13.7,-18.8,18.2,1.2,,,,,,,,,,,,,,,,,,,,,,
Neuse, Sheldon,641914,2022,0.00,-0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ober, Bailey,641927,2022,3.21,-0.035,R,854,49.1,91.5,2301,-8.5,-15.3,19.6,1.1,23.4,82.9,2175,5.4,-40.1,6.1,1.3,15.6,84.3,1818,-16.4,-30.7,18.4,1.3,11.9,76.7,2241,9.5,-57.2,14.3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan, Emilio,641941,2022,4.43,.018,R,1126,51.7,95.6,2517,-4.9,-11.6,19.2,1.3,2,84.6,2477,13.4,-36.2,13.8,1.3,,,,,,,,2.5,80.2,2632,8.3,-56.5,16.1,1.4,,,,,,,,19.2,85.8,2363,4.4,-35.1,5.6,1.7,24.7,88.4,1531,-12.3,-27.2,15,1.5,,,,,,,,
Rogers, Josh,642028,2022,5.13,-0.010,L,419,41.8,90.4,2100,11.7,-18.3,19.4,1.3,20.3,81.5,2217,-4.4,-40,5.5,2,10,84.7,1509,14.4,-30.9,16.4,1.6,,,,,,,,13.1,89.9,2118,16.9,-24,19.6,1.3,,,,,,,,,,,,,,,,,,,,,,
Saucedo, Tayler,642048,2022,13.50,.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sedlock, Cody,642060,2022,15.00,.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speier, Gabe,642100,2022,2.33,.020,L,298,24.5,93.6,2166,10.3,-17.5,17.3,1.4,40.9,81.9,2091,-4.6,-43.3,5.5,1.7,3.4,87.3,1303,12.4,-34.6,12.7,1.6,,,,,,,,31.2,93.7,1941,16.7,-24.6,18.1,1.4,,,,,,,,,,,,,,,,,,,,,,
Sulser, Cole,642121,2022,5.29,.034,R,619,49.6,91.9,2235,-7.6,-14.5,19.7,1.1,10.3,84,2274,6.7,-31.9,10.4,1.5,38.8,83.2,1512,-14.7,-33.9,16,1.4,1.3,77.8,2375,15.6,-46.9,15.9,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor, Blake,642130,2022,3.94,-0.020,L,305,74.1,92.6,2347,-2,-15.4,16.7,1.4,25.9,84.4,2246,-6.8,-39.2,7.2,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
